122,Ardea,Ardea,,la,Ardea,,http://dbpedia.org/resource/Category:Ardea,,1,http://dbpedia.org/resource/Category:Ardea HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
591,Cygnus,Cygnus,,la,Cygnus,,http://dbpedia.org/resource/Category:Cygnus,,1,http://dbpedia.org/resource/Category:Cygnus HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
1902,Puma,Puma,,de,Puma,,http://dbpedia.org/resource/Category:Puma,,1,http://dbpedia.org/resource/Category:Puma HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
2591,Urf,Urf,,de,?Urf,"?Urf (arabisch ????? ‚Das, was allgemein anerkannt ist‘) bezeichnet in der arabischen Stammesgesellschaft und in der islamischen Rechtstheorie das ungeschriebene Gewohnheitsrecht, das weder auf den Koran oder die Normsetzung des Propheten Mohammed, noch auf den Konsens oder Urteilsbemühung der islamischen Gelehrten zurückgeführt werden kann.Der Begriff kommt auch im Koran vor. So heißt es in Sure 7:199: „Übe Nachsicht, gebiete den ?Urf und wende dich von den Törichten ab.“ Der Begriff ist von der gleichen arabischen Wortwurzel abgeleitet wie der Ausdruck al-ma?r?f (‚das Rechte, das Anerkannte‘) in der koranischen Wendung: Das Rechte gebieten und das Verwerfliche verbieten.Aus der Aussage in Sure 7:199 wurde in der islamischen Rechtstheorie abgeleitet, dass ?Urf normativen und autoritativen Charakter hat, allerdings war die Abgrenzung gegenüber anderen Rechtsquellen nicht immer ganz klar. Ab? Y?suf (gest. 798) zum Beispiel betrachtete ?Urf noch nicht als eine eigene Rechtsquelle, sondern als Teil der Sunna, die seiner Auffassung nach nicht nur die Rechtspraxis des Propheten umfasste, sondern auch den allgemeinen Rechtsbrauch. Überschneidungen ergaben sich auch mit dem Idschm?? (""Konsens""), doch wurde hier die Abgrenzung so getroffen, dass Idschm?? nur den Konsens der Rechtsexperten darstellen soll, während ?Urf die Verhaltensübereinstimmung der Allgemeinheit der Menschen sei.Besonders im Kaufrecht spielte ?Urf schon früh eine wichtige Rolle. Hier galt der Grundsatz: ""Das, was durch ?Urf feststeht, ist wie das, was durch eine Vertragsklausel feststeht"" (a?-??bit bi-l-?urf ka-?-??bit bi-š-šar?). Die Entwicklung zu einer eigenen Rechtsquelle erfolgte allerdings erst in der Frühen Neuzeit. In dieser Zeitperiode befassten sich vor allem hanafitische Gelehrten mit dem ?Urf und teilten ihn in verschiedene Unterarten ein. So wurde 1. zwischen Sprachbrauch (?urf qaul?) und Handlungsbrauch (?urf ?amal?) unterschieden; 2. zwischen allgemeinem Brauch (?urf ??mm) und speziellem Brauch (?urf ????), also solchem Brauch, der lokal, sozial oder sonstwie begrenzt war, sowie 3. zwischen ‚gesundem Brauch‘ (?urf ?a???) und schlechtem Brauch (?urf f?sid). Als schlechter Brauch wurde jeder Brauch angesehen, der im Widerspruch zu den vier anderen Rechtsquellen stand. Er sollte nicht als argumentative Grundlage im Recht verwendet werden dürfen. Hinsichtlich der Stellung des speziellen Brauchs gab es Meinungsverschiedenheiten. Einige Gelehrte urteilten jedoch, dass er berücksichtigt werden müsse und damit allgemeine Rechtsregeln spezifiziert werden könnten.Eine besonders wichtige Rolle bei der Ausarbeitung der ?Urf-Regeln spielten die beiden hanafitischen Gelehrten Ibn Nudschaim (gest. 1563) und Ibn ??bid?n (gest. 1836). Ibn Nudschaim war auch derjenige, der als Erster die Aufwertung des ?Urf zu einer eigenständigen Rechtsquelle beschrieb. So sagte er in seinem  Rechtswerk al-Ašb?h wa-n-na???ir: „Wisse, dass man im Fiqh bei so vielen Problemen auf Gewohnheit (??da) und Brauch (?urf) zurückgreift, dass man es zu einer Rechtsquelle (a?l) gemacht hat.“ Die Aufwertung des ?Urf zur Rechtsquelle ermöglichte in der Frühen Neuzeit in den hanafitischen Gebieten die Anpassung der islamischen Normen an die sozialen Realitäten und leitete einen Prozess der ""praktischen Säkularisierung des islamischen Rechts"" ein. Dieser Prozess kam mit der Veröffentlichung der osmanischen Mecelle zum Abschluss, die in ihrer Einleitung zehn Artikel zu den Regeln des ?Urf enthielt. In einem dieser Artikel heißt es: „Festlegung durch ?Urf ist wie eine Festlegung durch heiligen Textbeleg zu beurteilen“ (At-Ta?y?n bi-l-?urf ka-t-ta?y?n bi-n-na??).Auch heute noch argumentieren viele muslimische Gelehrte mit ?Urf, allerdings bestehen unterschiedliche Ansichten hinsichtlich seines Stellenwertes im Gesamtsystem der Rechtsquellen, die auch mit unterschiedlichen Madhhab-Traditionen zusammenhängen. Aufgrund der großen Rolle des ?Urf im islamischen Recht wird die Kenntnis der jeweils vorherrschenden Sitten und Gebräuche als eine Voraussetzung für die Ausübung des Idschtih?d betrachtet.? Vgl. Krawietz 296f.? Zit. Libon in EI² 888a.? Vgl. Krawietz 294-302.? Vgl. Johansen 199, 165 und Krawitz 298.? Zit. Libon in EI² 888a.? Vgl. dazu Gerber 105? Vgl. Krawietz 311.? Vgl. Krawietz 307f.? Vgl. Krawietz 311.",http://de.dbpedia.org/resource/?Urf,,1,http://de.dbpedia.org/resource/?Urf HTTP/1.1 303 See Other HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
2246,Silpha,Silpha,,la,Aaskäfer,"Die Aaskäfer (Silphidae) sind eine Familie der Käfer. Es sind 183 Arten weltweit beschrieben worden (Stand: 2008), allerdings kommen nach wie vor jedes Jahr neue Arten hinzu.? Derek S. Sikes (2008): Carrion beetles (Coleoptera: Silphidae). In: J.L. Capinera (editor) Encyclopedia of entomology. Dordrecht, The Netherlands (Springer): 749-757.",http://de.dbpedia.org/resource/Aaskäfer,,1,http://de.dbpedia.org/resource/Aaskäfer HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
155,Auk,Auk,,en,Alkenvögel,"Alkenvögel (Alcidae) sind eine Familie der Vogelordnung Regenpfeiferartige, die ausschließlich auf der Nordhalbkugel vorkommen. Es handelt sich um drossel- bis entengroße Meerestauchvögel (der ausgestorbene Riesenalk erreichte sogar etwa die Größe einer Gans) mit weit hinten am Körper angesetzten Beinen, so dass sie an Land eine mehr oder weniger aufrechte Körperhaltung zeigen. Ihr morphologisches Erscheinungsbild ähnelt dem der Pinguine, die ausschließlich auf der Südhalbkugel vorkommen. Die Angehörigen beider Familien sind schwarzweiß und stehen aufrecht. Beide haben ein kurzes und eng anliegendes Gefieder und bei beiden Familien sind die Flügel für die Fortbewegung unter Wasser umgebildet. Anders als Pinguine haben die meisten Alkenvögel ihre Flugfähigkeit behalten. Die einzige flugunfähige Art aus dieser Familie, der Riesenalk, ist in historischer Zeit ausgestorben. Die Ähnlichkeit beruht allerdings ausschließlich auf konvergenter Evolution. Die beiden Familien sind nicht näher miteinander verwandt.Alkenvögel leben in den kühlen, borealen bis kalten, arktischen Gewässern des Nordatlantiks und des Nordpazifiks. Sie brüten in der Regel an Steilklippen des Festlands oder auf abgelegenen Inseln. Dort bilden sie häufig gemeinsam mit anderen Seevögeln große Kolonien. Im Nordatlantik teilen sie sich ihre Kolonien beispielsweise mit Eissturmvogel, Basstölpel, Krähenscharbe, Dreizehenmöwe und Sturmschwalbe.? Kostrzewa, S. 15.",http://de.dbpedia.org/resource/Alkenvögel,,1,http://de.dbpedia.org/resource/Alkenvögel HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
1563,Mus,Mus,,la,Altweltmäuse,"Die Altweltmäuse (Murinae) sind eine Unterfamilie der Langschwanzmäuse (Muridae). Zu dieser Gruppe werden an die 600 Arten gezählt, die bekanntesten Gattungen sind die Mäuse (Mus) und die Ratten (Rattus).",http://de.dbpedia.org/resource/Altweltmäuse,,1,http://de.dbpedia.org/resource/Altweltmäuse HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
4594,Ambra,Ambra,,de,Ambra,,http://de.dbpedia.org/resource/Ambra_(Begriffsklärung),,1,http://de.dbpedia.org/resource/Ambra_(Begriffsklärung) HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
8440,Ambra,Ambra,,de,Ambra,,http://de.dbpedia.org/resource/Ambra_(Begriffsklärung),,1,http://de.dbpedia.org/resource/Ambra_(Begriffsklärung) HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
4600,ant-eater,ant-eater,,en,Ameisenbären,"Die Ameisenbären (Vermilingua) bilden mit vier Arten, verteilt auf drei Gattungen, eine Unterordnung aus der Säugetiergruppe der Zahnarmen (Pilosa). Charakteristisch für diese Tiergruppe sind die verlängerte und röhrenförmige Schnauze, die dichte Fellbedeckung und die kräftigen Krallen an den Vorderfüßen. Namengebend ist ihre Ernährungsweise mit Spezialisierung auf staatenbildende Insekten. Die Tiere leben meist einzelgängerisch in eigenen Revieren und die Weibchen bringen je Geburt ein Junges zur Welt. Der Lebensraum der Ameisenbären erstreckt sich über Mittel- und Südamerika. Ihre nächsten Verwandten sind die Faultiere (Folivora). Die Stammesgeschichte reicht im Fossilbericht bis in das Untere Miozän vor etwa 20 Millionen Jahren zurück. Aus molekulargenetischer Sicht ist aber ein wesentlich früherer Ursprung anzunehmen. Die Bestände der einzelnen Ameisenbären-Arten sind mit Ausnahme des Großen Ameisenbären bisher nicht gefährdet.",http://de.dbpedia.org/resource/Ameisenbären,,1,http://de.dbpedia.org/resource/Ameisenbären HTTP/1.1 303 See Other, HTTP/1.1 404 Not found
